Authors,Authors_link,Title,Title_link,Date
"Amador Fierros, G., Clouder, D., Ferreyra, M. V., Karakus, M., Cinotti, A., Rojo, P.","https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,  https://pureportal.coventry.ac.uk/en/persons/mehmet-karakus",Neurodiversity in higher education: a narrative synthesis,https://pureportal.coventry.ac.uk/en/publications/neurodiversity-in-higher-education-a-narrative-synthesis,1 Oct 2020
"Carroll, J., Breadmore, H.",https://pureportal.coventry.ac.uk/en/persons/julia-carroll,"Protocol for a systematic review of measures of attainment in literacy, mathematics and science.",https://pureportal.coventry.ac.uk/en/publications/protocol-for-a-systematic-review-of-measures-of-attainment-in-lit,14 May 2020
"Opie, J., Adefila, A., Bluteau, P., Ball, S.",https://pureportal.coventry.ac.uk/en/persons/patricia-bluteau,Students’ engagement and learning experiences using virtual patient simulation in a computer supported collaborative learning environment,https://pureportal.coventry.ac.uk/en/publications/students-engagement-and-learning-experiences-using-virtual-patien,2 Jan 2020
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,The Anti-Ecological University,https://pureportal.coventry.ac.uk/en/publications/the-anti-ecological-university,Jul 2020
"Grove, M., Croft, T., Lawson, D.",https://pureportal.coventry.ac.uk/en/persons/duncan-lawson,The evolution of mathematics support: a literature review,https://pureportal.coventry.ac.uk/en/publications/the-evolution-of-mathematics-support-a-literature-review,16 Nov 2020
"Grove, M., Croft, T., Lawson, D.",https://pureportal.coventry.ac.uk/en/persons/duncan-lawson,The extent and uptake of mathematics support in higher education: results from the 2018 survey,https://pureportal.coventry.ac.uk/en/publications/the-extent-and-uptake-of-mathematics-support-in-higher-education-,30 May 2020
"Fida, R., Tramontano, C., Paciello, M., Nocentini, A., Menesini, E.",https://pureportal.coventry.ac.uk/en/persons/carlo-tramontano,The Role of Traditional and Online Moral Disengagement on Cyberbullying: Do Externalising Problems Make Any Difference?,https://pureportal.coventry.ac.uk/en/publications/the-role-of-traditional-and-online-moral-disengagement-on-cyberbu,1 Feb 2020
"Jacobo, J., Silva, M. R.",https://pureportal.coventry.ac.uk/en/persons/jaya-jacobo,Towards a Final Absolution: A South by South Approach to Trans Resistance from Brazil and the Philippines,https://pureportal.coventry.ac.uk/en/publications/towards-a-final-absolution-a-south-by-south-approach-to-trans-res,1 Dec 2020
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,"You Can Deny Seriousness, But You Can’t Deny Play’: Emergent Resistance to Purposive Games.",https://pureportal.coventry.ac.uk/en/publications/you-can-deny-seriousness-but-you-cant-deny-play-emergent-resistan,19 Nov 2020
"Mohamad, F., Phoa, J., Clarke, S., Morini, L., Beaufoy, J., Minoi, J. L., Lim, T., Arnab, S.","https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab,  https://pureportal.coventry.ac.uk/en/persons/luca-morini,  https://pureportal.coventry.ac.uk/en/persons/samantha-clarke",A participatory co-creation model to drive community engagement in rural indigenous schools: A case study in Sarawak,https://pureportal.coventry.ac.uk/en/publications/a-participatory-co-creation-model-to-drive-community-engagement-i,1 Sept 2019
"Mohamad, F., Smet, C. D., Romero, M., Morini, L., Minoi, J. L., Arnab, S.","https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab,  https://pureportal.coventry.ac.uk/en/persons/luca-morini",Assessment of co-creativity in the process of game design,https://pureportal.coventry.ac.uk/en/publications/assessment-of-co-creativity-in-the-process-of-game-design,1 Sept 2019
"Solomons, Z.",https://pureportal.coventry.ac.uk/en/persons/zaira-solomons,A Synthesis of the South African Educational Landscape and a Critical Analysis of Student Attainment.,https://pureportal.coventry.ac.uk/en/publications/a-synthesis-of-the-south-african-educational-landscape-and-a-crit,25 Mar 2019
"Ersozlu, A., Karakus, M., Clark, A. C.",https://pureportal.coventry.ac.uk/en/persons/mehmet-karakus,Augmented Reality Research in Education: A Bibliometric Study,https://pureportal.coventry.ac.uk/en/publications/augmented-reality-research-in-education-a-bibliometric-study,9 May 2019
"Kirtland, G., Carroll, J., Holliday, N.","https://pureportal.coventry.ac.uk/en/persons/nikki-holliday,  https://pureportal.coventry.ac.uk/en/persons/julia-carroll",Can the Benefits of Creative Methods Support the Inclusion of Children as part of Intergenerational Research Projects?,https://pureportal.coventry.ac.uk/en/publications/can-the-benefits-of-creative-methods-support-the-inclusion-of-chi,2 May 2019
"Wimpenny, K., Jaser, E., Adefila, A., Trunk, N., Tawileh, W., DeWinter, A.","https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,  https://pureportal.coventry.ac.uk/en/persons/alun-dewinter",Capacity Building for Virtual Innovative Teaching and Learning in Jordan – Experiences of the JOVITAL project,https://pureportal.coventry.ac.uk/en/publications/capacity-building-for-virtual-innovative-teaching-and-learning-in,18 Jun 2019
"Almeida-Harvey, I., Rivas, C., Woods, S., Wimpenny, K., Blake, P., Norbury, D., Moriarty, J., Bushell, K., Johnson, H., Fennessy, J.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Carnival of invention,https://pureportal.coventry.ac.uk/en/publications/carnival-of-invention,1 May 2019
"Crawford, M., Watson, S.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,"Connecting Leadership, Professional Development and Affect",https://pureportal.coventry.ac.uk/en/publications/connecting-leadership-professional-development-and-affect,18 Feb 2019
"Carroll, J., Critten, S.",https://pureportal.coventry.ac.uk/en/persons/julia-carroll,Developmental Language Disorder: Cognition in Childhood,https://pureportal.coventry.ac.uk/en/publications/developmental-language-disorder-cognition-in-childhood,20 Dec 2019
"Grant, C., Tramontano, C., Charalampous, N.","https://pureportal.coventry.ac.uk/en/persons/christine-grant,  https://pureportal.coventry.ac.uk/en/persons/carlo-tramontano",Filling the Puzzle: Using E-Work Wellbeing scale (EWW) to determine links between remote e-working and cognitive weariness and psychosomatic conditions,https://pureportal.coventry.ac.uk/en/publications/filling-the-puzzle-using-e-work-wellbeing-scale-eww-to-determine-,1 Jun 2019
"Arnab, S., Mohamad, F. S., Morini, L., Minoi, J. L.","https://pureportal.coventry.ac.uk/en/persons/luca-morini,  https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab",Game-based learning to teach higher order thinking in rural schools: Case studies in Sarawak Borneo,https://pureportal.coventry.ac.uk/en/publications/game-based-learning-to-teach-higher-order-thinking-in-rural-schoo,1 Jun 2019
"Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Global knowledge-exchange for widening participation in learning through Open Education Practices,https://pureportal.coventry.ac.uk/en/publications/global-knowledge-exchange-for-widening-participation-in-learning-,13 May 2019
"Earley, P., Crawford, M., James, C., Eddy-Spicer, D., Bubb, S.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,Headteacher performance management in England: Balancing internal and external accountability through performance leadership,https://pureportal.coventry.ac.uk/en/publications/headteacher-performance-management-in-england-balancing-internal-,1 Mar 2019
"Gakhal, S., Wilson, C.",https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal,"Is students' qualitative feedback changing, now it is online?",https://pureportal.coventry.ac.uk/en/publications/is-students-qualitative-feedback-changing-now-it-is-online,3 Apr 2019
"Cappy, G.",https://pureportal.coventry.ac.uk/en/persons/grace-cappy,Promoting Active Learning in Universities: Thematic Peer Group Report,https://pureportal.coventry.ac.uk/en/publications/promoting-active-learning-in-universities-thematic-peer-group-rep,25 Mar 2019
"Johnson, E.",https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,Representation of Faith Using Social Media,https://pureportal.coventry.ac.uk/en/publications/representation-of-faith-using-social-media,23 May 2019
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,Research as a Game of Empire,https://pureportal.coventry.ac.uk/en/publications/research-as-a-game-of-empire,31 Oct 2019
"Barron, V., Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Socially committed practice: issues of authenticity in arts related research,https://pureportal.coventry.ac.uk/en/publications/socially-committed-practice-issues-of-authenticity-in-arts-relate,24 Oct 2019
"Bagiya, Y., Aslam, F., Adefila, A.","https://pureportal.coventry.ac.uk/en/persons/farzana-aslam,  https://pureportal.coventry.ac.uk/en/persons/yamuna-dass",STEM outreach activities: an approach to teachers' professional development,https://pureportal.coventry.ac.uk/en/publications/stem-outreach-activities-an-approach-to-teachers-professional-dev-3,29 May 2019
"Burgos, D., Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,"The attrition factor: Student engagement and teacher commitment in online, intercultural Higher Education settings",https://pureportal.coventry.ac.uk/en/publications/the-attrition-factor-student-engagement-and-teacher-commitment-in,10 Sept 2019
"Torrechilla, M., Jacobo, J., Empimano, V., Tablazon, C.",https://pureportal.coventry.ac.uk/en/persons/jaya-jacobo,"The Bakla, The Agi: Our Genders Which Are Not One",https://pureportal.coventry.ac.uk/en/publications/the-bakla-the-agi-our-genders-which-are-not-one,Jul 2019
"Dermol, V., Wimpenny, K., Sirca, N. T., Adefila, A., Trunk, A., Dewinter, A.","https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,  https://pureportal.coventry.ac.uk/en/persons/alun-dewinter",The JOVITAL Project: Capacity Building for Virtual Innovative Teaching and Learning in Jordan,https://pureportal.coventry.ac.uk/en/publications/the-jovital-project-capacity-building-for-virtual-innovative-teac,5 Dec 2019
"Gakhal, S., Wilson, C.",https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal,The problem is here and now – assessing current student attainment gaps to inform change to institutional student experience provision,https://pureportal.coventry.ac.uk/en/publications/the-problem-is-here-and-now-assessing-current-student-attainment-,13 Sept 2019
"Wimpenny, K., Clouder, D., Hdouch, Y., Selmaoui, K., Raissouni, I., Cawston, J.","https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,  https://pureportal.coventry.ac.uk/en/persons/jacqueline-cawston-2,  https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny",The role of assistive technology in renegotiating the inclusion of students with disabilities in Higher Education in North Africa,https://pureportal.coventry.ac.uk/en/publications/the-role-of-assistive-technology-in-renegotiating-the-inclusion-o,Aug 2019
"Sharif, H., Alara, A., Davis, J., Osman, M., Sterk, C., Okusanya, G., Ilchev, I., Johnson, E., Oyeyipo, A., Napitupulu, J., Rawat, S., Kovalenkor, I., Adeola, D., Magar, N.",https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,To Grow a Tree,https://pureportal.coventry.ac.uk/en/publications/to-grow-a-tree,1 Aug 2019
"Alsop, S., Gardner, S.","https://pureportal.coventry.ac.uk/en/persons/sian-alsop,  https://pureportal.coventry.ac.uk/en/persons/sheena-gardner",Understanding attainment disparity: A corpus-driven analysis of the language used in written feedback information to students of different backgrounds.,https://pureportal.coventry.ac.uk/en/publications/understanding-attainment-disparity-a-corpus-driven-analysis-of-th,26 Jan 2019
"Alsop, S., Gardner, S.","https://pureportal.coventry.ac.uk/en/persons/sian-alsop,  https://pureportal.coventry.ac.uk/en/persons/sheena-gardner",Understanding Attainment Disparity: The Case for a Corpus-Driven Analysis of the Language used in Written Feedback Information to Students of Different Backgrounds,https://pureportal.coventry.ac.uk/en/publications/understanding-attainment-disparity-the-case-for-a-corpus-driven-a,2019
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,Universities: increasingly stressful environments taking psychological toll – here’s what needs to change,https://pureportal.coventry.ac.uk/en/publications/universities-increasingly-stressful-environments-taking-psycholog,26 Mar 2019
"Alsop, S., Gardner, S.","https://pureportal.coventry.ac.uk/en/persons/sian-alsop,  https://pureportal.coventry.ac.uk/en/persons/sheena-gardner",What can corpus analysis tell us about attainment disparity? A pilot analysis of written feedback information to students from two faculties.,https://pureportal.coventry.ac.uk/en/publications/what-can-corpus-analysis-tell-us-about-attainment-disparity-a-pil,23 Jul 2019
"Naimi, O., Said, R., Holmes, S., Ayesh, A., Abu Hilal, A., Mkhiemir, F., Hakouz, A.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,“We now know how to learn” - Introducing student-centred teaching and learning in Jordan,https://pureportal.coventry.ac.uk/en/publications/we-now-know-how-to-learn-introducing-student-centred-teaching-and,2019
"Gakhal, S., Wilson, C., Broughan, C.",https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal,Achieving Excellence By Helping More Students To Get On – Trialling New Tools To Demonstrate What Works,https://pureportal.coventry.ac.uk/en/publications/achieving-excellence-by-helping-more-students-to-get-on-trialling,7 Dec 2018
"Okafor, U., Johnson, E., Dewar, J., Evans, A.","https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,  https://pureportal.coventry.ac.uk/en/persons/ady-evans",Ady's interlude: On Lad Culture,https://pureportal.coventry.ac.uk/en/publications/adys-interlude-on-lad-culture,2018
"Brown, G., Brady, G., Crookes, R., Fried, J.","https://pureportal.coventry.ac.uk/en/persons/geraldine-brown,  https://pureportal.coventry.ac.uk/en/persons/jana-fried","An evaluation of Unlocking Nature, Greening the prison environment: Unlocking Nature",https://pureportal.coventry.ac.uk/en/publications/an-evaluation-of-unlocking-nature-greening-the-prison-environment,Dec 2018
"Nascimbeni, F., Burgos, D., Villar-Onrubia, D., Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,A new approach to digital competence building for university educators in Europe,https://pureportal.coventry.ac.uk/en/publications/a-new-approach-to-digital-competence-building-for-university-educ,28 Feb 2018
"Nascimbeni, F., Burgos, D., Villar-Onrubia, D., Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,A New Approach to Digital Competence Building for University Educators in Europe,https://pureportal.coventry.ac.uk/en/publications/a-new-approach-to-digital-competence-building-for-university-educ-2,2018
"Vidal-Hall, C., Holmes, S., Passingham, A.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,"An investigation into how to assess the quality of education through curriculum intent, implementation and impact",https://pureportal.coventry.ac.uk/en/publications/an-investigation-into-how-to-assess-the-quality-of-education-thro,2018
"Mohamad, F., Phoa, J., Clarke, S., Morini, L., Beaufoy, J., Minoi, J. L., Lim, T., Arnab, S.","https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab,  https://pureportal.coventry.ac.uk/en/persons/luca-morini,  https://pureportal.coventry.ac.uk/en/persons/samantha-clarke",Case study: Game design thinking as a strategy for community engagement in a rural indigenous village,https://pureportal.coventry.ac.uk/en/publications/case-study-game-design-thinking-as-a-strategy-for-community-engag,1 Jan 2018
"Mohamad, F., Romero, M., Morini, L., De Smet, C., Minoi, J. L., Abdelouma, S., Arnab, S.","https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab,  https://pureportal.coventry.ac.uk/en/persons/luca-morini",Co-creativity assessment in the process of game creation,https://pureportal.coventry.ac.uk/en/publications/co-creativity-assessment-in-the-process-of-game-creation,1 Jan 2018
"Helen, J., Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,"Collaborative Poetics Network: A Pilot Study Exploring the Potential of Collaborative, Arts-based Research",https://pureportal.coventry.ac.uk/en/publications/collaborative-poetics-network-a-pilot-study-exploring-the-potenti,9 Feb 2018
"Arnab, S., Mohamad, F., Morini, L., Lynn, J.","https://pureportal.coventry.ac.uk/en/persons/luca-morini,  https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab","Engaging primary schools in rural Malaysia with Game-Based Learning: Culture, Pedagogy, Technology",https://pureportal.coventry.ac.uk/en/publications/engaging-primary-schools-in-rural-malaysia-with-game-based-learni,2018
"Maya, I., Eldieb, A., Nascimbeni, F., Wimpenny, K., Stefanelli, C., Aceto, S., Burgos, D.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Exploring multicultural e-learning through a blended course across the Mediterranean,https://pureportal.coventry.ac.uk/en/publications/exploring-multicultural-e-learning-through-a-blended-course-acros,23 Feb 2018
"Villar-Onrubia, D., Nascimbeni, F., Wimpenny, K., Berrada, K., Almakari, A., Jariego, I., Burgos, D.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Facilitators' Perspectives as Mediators of the Local Learning Circles of the OpenMed Open Course,https://pureportal.coventry.ac.uk/en/publications/facilitators-perspectives-as-mediators-of-the-local-learning-circ,10 Jan 2018
"Johnson, E., Alkali, M., Silitonga, S.","https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,  https://pureportal.coventry.ac.uk/en/persons/mabel-alkali",Hong Kong New Wave Reflection,https://pureportal.coventry.ac.uk/en/publications/hong-kong-new-wave-reflection,2018
"Zhang, Y., Silitonga, S., Gao, H. J., Anussornrajkit, C., Qian, Y., Johnson, E., Yang, T.",https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,Identity (Hong Kong New Wave Short Film),https://pureportal.coventry.ac.uk/en/publications/identity-hong-kong-new-wave-short-film,2018
"Johnson, E., Silitonga, S.",https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,Identity (Hong Kong New Wave Short Film): Director's Commentary,https://pureportal.coventry.ac.uk/en/publications/identity-hong-kong-new-wave-short-film-directors-commentary,2018
"Adefila, A., DeWinter, A., Wimpenny, K.","https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,  https://pureportal.coventry.ac.uk/en/persons/alun-dewinter","Jordan Opportunity for Virtual Innovative Teaching and Learning: A Needs Analysis Report Contextualising the State of the Art in International Online Teaching and Learning, with Particular Attention to the Jordanian Case",https://pureportal.coventry.ac.uk/en/publications/jordan-opportunity-for-virtual-innovative-teaching-and-learning-a,13 Dec 2018
"Alkamari, A., Nascimbeni, F., Wimpenny, K., Stefanelli, C., Berrada, K., Burgos, D.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Lessons learnt from the collaborative creation and piloting of a course in Open Education for the South Mediterranean region,https://pureportal.coventry.ac.uk/en/publications/lessons-learnt-from-the-collaborative-creation-and-piloting-of-a-,22 Feb 2018
"Crawford, M.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,Methodological issues in researching maladministration,https://pureportal.coventry.ac.uk/en/publications/methodological-issues-in-researching-maladministration,1 Apr 2018
"Mkhiemir, F., Holmes, S., Pachler, N., Hakouz, A.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,Monitoring and evaluation of the TEPD – 2018 annual report,https://pureportal.coventry.ac.uk/en/publications/monitoring-and-evaluation-of-the-tepd-2018-annual-report,2018
"Lewis, S., Holmes, S., Morris, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,"Obesity, healthy eating and physical activity in primary schools",https://pureportal.coventry.ac.uk/en/publications/obesity-healthy-eating-and-physical-activity-in-primary-schools,2018
"Stefanelli, C., Merry, S. K., Villar-Onrubia, D., Wimpenny, K.","https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,  https://pureportal.coventry.ac.uk/en/persons/sarah-kate-merry",OpenMed – Educación abierta en el sur del Mediterráneo: OpenMed - Open Education in the South-Mediterranean,https://pureportal.coventry.ac.uk/en/publications/openmed-educaci%C3%B3n-abierta-en-el-sur-del-mediterr%C3%A1neo-openmed-open,30 Sept 2018
"Bagiya, Y., Aslam, F., Adefila, A.","https://pureportal.coventry.ac.uk/en/persons/farzana-aslam,  https://pureportal.coventry.ac.uk/en/persons/yamuna-dass",STEM outreach activities: an approach to teachers’ professional development: STEM outreach activities,https://pureportal.coventry.ac.uk/en/publications/stem-outreach-activities-an-approach-to-teachers-professional-dev,10 Jan 2018
"Alsop, S.",https://pureportal.coventry.ac.uk/en/persons/sian-alsop,Summary matters: How lecturers review and preview information in engineering lectures,https://pureportal.coventry.ac.uk/en/publications/summary-matters-how-lecturers-review-and-preview-information-in-e,5 Jul 2018
"Nelson, R., Supangkat, J., Polmuk, C., Chotpradit, T., Nhu Huy, N., Soon, S., Scott, P., Jacobo, J., Lin Tun, S., Legaspi-Ramirez, E.",https://pureportal.coventry.ac.uk/en/persons/jaya-jacobo,"Terminologies of ""Modern"" and ""Contemporary"" Art in Southeast Asia's Vernacular Languages: Indonesian, Javanese, Khmer, Lao, Malay, Myanmar/Burmese, Tagalog/Filipino, Thai and Vietnamese",https://pureportal.coventry.ac.uk/en/publications/terminologies-of-modern-and-contemporary-art-in-southeast-asias-v,1 Oct 2018
"DeWinter, A.",https://pureportal.coventry.ac.uk/en/persons/alun-dewinter,The Benefits and Challenges of Embedding Intercultural Competencies into the Postgraduate Research Provision,https://pureportal.coventry.ac.uk/en/publications/the-benefits-and-challenges-of-embedding-intercultural-competenci,2018
"Gakhal, S.",https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal,What is Teaching Excellence?,https://pureportal.coventry.ac.uk/en/publications/what-is-teaching-excellence,20 Feb 2018
"Daly, G., Bluteau, P., Furlong, J., Clouder, D., Adefila, A., Jackson, A.","https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,  https://pureportal.coventry.ac.uk/en/persons/patricia-bluteau",An investigation to understand and evaluate the best ways to educate for and promote integrated working across the health and care sectors.,https://pureportal.coventry.ac.uk/en/publications/an-investigation-to-understand-and-evaluate-the-best-ways-to-educ,14 Jun 2017
"Clouder, D., Adefila, A.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,"Empowerment of physiotherapy students on placement: The interplay between autonomy, risk, and responsibility: The interplay between autonomy, risk, and responsibility",https://pureportal.coventry.ac.uk/en/publications/empowerment-of-physiotherapy-students-on-placement-the-interplay-,21 Sept 2017
"Gakhal, S., Sparks, T., Wilson, C., Broughan, C.",https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal,Evaluating student satisfaction at a top-performing UK university,https://pureportal.coventry.ac.uk/en/publications/evaluating-student-satisfaction-at-a-top-performing-uk-university,15 Nov 2017
"Grant, C., Grunfield, E., Tramontano, C., Charalampous, M.","https://pureportal.coventry.ac.uk/en/persons/christine-grant,  https://pureportal.coventry.ac.uk/en/persons/carlo-tramontano",Exploring the relationship between remote e-working and work-related well-being.,https://pureportal.coventry.ac.uk/en/publications/exploring-the-relationship-between-remote-e-working-and-work-rela,Jan 2017
"Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,How to evaluate quality of teacher training? - Literature review and impact indicators framework for the pre-service teacher training programme in Jordan,https://pureportal.coventry.ac.uk/en/publications/how-to-evaluate-quality-of-teacher-training-literature-review-and,2017
"Mkhiemir, F., Holmes, S., Pachler, N., Hakouz, A.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,Monitoring and evaluation of the pre-service teacher education programme – report,https://pureportal.coventry.ac.uk/en/publications/monitoring-and-evaluation-of-the-pre-service-teacher-education-pr,2017
"Wimpenny, K., Lan Tan, H., Gordon, I., Lewis, L., Roe, S., Desiron, H.","https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,  https://pureportal.coventry.ac.uk/en/persons/sarah-roe",Preparation for an uncertain world: international curriculum development for mental health occupational therapy,https://pureportal.coventry.ac.uk/en/publications/preparation-for-an-uncertain-world-international-curriculum-devel-6,6 Sept 2017
"Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,The impact of participation in music on learning mathematics,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-participation-in-music-on-learning-mathematics,2017
"Hallam, S., Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,The impact of participation in music on learning mathematics.,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-participation-in-music-on-learning-mathematics-2,30 Nov 2017
"Clouder, D., Adefila, A., Mackintosh, S., Jones, M.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,"What Students Should Know, But Don't Know, They Don't Know, About Proving Their Trustworthiness To Clinical Educators",https://pureportal.coventry.ac.uk/en/publications/what-students-should-know-but-dont-know-they-dont-know-about-prov,2 Jun 2017
"Jorio, F., Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,A Less Lonely Place of Researching,https://pureportal.coventry.ac.uk/en/publications/a-less-lonely-place-of-researching,2016
"Sagoo, M., Malanca, A., Sheikh, S., Leung, K. Y. C., Kelman, J., Westran, K., Miah, S., Johnson, E., Hunnigan, C., Li, W.",https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,Alienation and Affect in Milan,https://pureportal.coventry.ac.uk/en/publications/alienation-and-affect-in-milan,2016
"Wilson, C., Evans, A.",https://pureportal.coventry.ac.uk/en/persons/alun-dewinter,Linking attainment to interculturalism and global citizenship,https://pureportal.coventry.ac.uk/en/publications/linking-attainment-to-interculturalism-and-global-citizenship,2016
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,Play as Bulwark of Uselessness,https://pureportal.coventry.ac.uk/en/publications/play-as-bulwark-of-uselessness,4 May 2016
"Lycett, D., Garvey, S., Clouder, D., Coufopoulos, A.","https://pureportal.coventry.ac.uk/en/persons/deborah-lycett,  https://pureportal.coventry.ac.uk/en/persons/deanne-clouder",Protocol for Developing Spiritual Competencies in Dietetic Practice,https://pureportal.coventry.ac.uk/en/publications/protocol-for-developing-spiritual-competencies-in-dietetic-practi,2016
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,The many times I saved the world (or died trying),https://pureportal.coventry.ac.uk/en/publications/the-many-times-i-saved-the-world-or-died-trying,2016
"Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,“I’ve always not been a racist”: do we need to reconsider teaching and learning about the Holocaust?,https://pureportal.coventry.ac.uk/en/publications/ive-always-not-been-a-racist-do-we-need-to-reconsider-teaching-an,Sept 2016
"Crawford, M.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,Developing as an Educational Leader and Manager,https://pureportal.coventry.ac.uk/en/publications/developing-as-an-educational-leader-and-manager,2014
"Hallam, S., Holmes, S., Rogers, L.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,Evaluation of the SkillForce 'Back on Track' programme,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-the-skillforce-back-on-track-programme,2014
"Hallam, S., Holmes, S., Rogers, L.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,Evaluation of the SkillForce 'Ethos' programme,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-the-skillforce-ethos-programme,2014
"Clouder, D., Bluteau, P., Davies, B., Jackson, A.","https://pureportal.coventry.ac.uk/en/persons/patricia-bluteau,  https://pureportal.coventry.ac.uk/en/persons/deanne-clouder",Review of interprofessional education in the UK 1997–2003: Implanting Interprofessional Education in Qualifying Courses:  Eight Reflective Accounts – Coventry University & Warwick Medical School,https://pureportal.coventry.ac.uk/en/publications/review-of-interprofessional-education-in-the-uk-19972003-implanti,2014
"Simkins, T., Crawford, M., Coldron, J., Jones, S.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,The restructuring of schooling in England: The responses of well-positioned headteachers,https://pureportal.coventry.ac.uk/en/publications/the-restructuring-of-schooling-in-england-the-responses-of-well-p,13 May 2014
"Opie, J., Clouder, D., Odedra, S., Adefila, A., Jackson, C.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,Enhancing Guidance for Disabled People Wanting to Become Health and Social Care Professionals Report,https://pureportal.coventry.ac.uk/en/publications/enhancing-guidance-for-disabled-people-wanting-to-become-health-a-3,13 Dec 2013
"Crawford, M.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,Enhancing school leadership: Evaluating the use of virtual learning communities,https://pureportal.coventry.ac.uk/en/publications/enhancing-school-leadership-evaluating-the-use-of-virtual-learnin,1 Jan 2013
"Fornasa, W., Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,"Il Dito ed il Link: Pensiero ed Esperienza Quotidiana dei ""Nativi Digitali""",https://pureportal.coventry.ac.uk/en/publications/il-dito-ed-il-link-pensiero-ed-esperienza-quotidiana-dei-nativi-d,2013
